word,emotion,emotion-intensity-score
applaud,happy,0.562
uplift,happy,0.562
content,happy,0.562
prize,happy,0.562
earn,happy,0.562
strong,happy,0.562
wallow,sad,0.562
turbulence,fear,0.562
loo,disgust,0.562
bellows,anger,0.562
torpedo,anger,0.562
deceived,anger,0.562
glare,anger,0.562
invade,anger,0.562
frightful,anger,0.562
perdition,anger,0.562
taunt,anger,0.562
retards,anger,0.562
wrangling,anger,0.562
grouchy,anger,0.562
traitor,anger,0.562
indecent,disgust,0.562
beast,anger,0.562
derogatory,anger,0.562
arghh,anger,0.562
dreadful,anger,0.562
bluddy,anger,0.562
slander,anger,0.562
bearish,anger,0.562
malign,anger,0.562
harlot,disgust,0.562
harmful,disgust,0.562
awful,disgust,0.562
insanity,disgust,0.562
sinning,disgust,0.562
alcoholism,disgust,0.562
sordid,disgust,0.562
scoundrel,disgust,0.562
ruthless,disgust,0.562
sloppy,disgust,0.562
enemy,disgust,0.562
snake,disgust,0.562
terrible,disgust,0.562
humiliation,disgust,0.562
stealing,disgust,0.562
tyrannical,disgust,0.562
lawlessness,anger,0.563
intolerant,anger,0.564
witch,fear,0.565
corrupting,sad,0.565
smuggle,fear,0.565
adultery,sad,0.566
domination,fear,0.566
crypt,fear,0.566
pumped,happy,0.567
cowardice,fear,0.567
forced,fear,0.569
escalate,anger,0.569
perdition,sad,0.569
unequivocal,happy,0.57
compass,happy,0.57
cuddle,happy,0.57
modest,happy,0.57
connective,happy,0.57
abundance,happy,0.57
measured,happy,0.57
ordinance,happy,0.57
principal,happy,0.57
dogsick,disgust,0.57
pilot,happy,0.57
pedigree,happy,0.57
unquestionably,happy,0.57
relative,happy,0.57
consult,happy,0.57
corroboration,happy,0.57
volunteers,happy,0.57
advise,happy,0.57
plausible,happy,0.57
apostle,happy,0.57
adhering,happy,0.57
everlasting,happy,0.57
immaculate,happy,0.57
determinate,happy,0.57
heavenly,happy,0.57
punctual,happy,0.57
matron,happy,0.57
guide,happy,0.57
insure,happy,0.57
counsellor,happy,0.57
complement,happy,0.57
messy,disgust,0.57
collaborator,happy,0.57
gallows,anger,0.57
earned,happy,0.57
dank,disgust,0.57
spit,disgust,0.57
devastating,disgust,0.57
bastard,disgust,0.57
treacherous,disgust,0.57
oppress,disgust,0.57
serpent,disgust,0.57
revenge,surprise,0.57
dynamic,surprise,0.57
swamp,disgust,0.57
flog,disgust,0.57
despise,disgust,0.57
egregious,disgust,0.57
dismay,surprise,0.57
incest,fear,0.571
wound,fear,0.571
disparaging,anger,0.571
unfair,anger,0.571
slash,anger,0.571
tantalizing,happy,0.572
shit,anger,0.573
livelife,happy,0.574
monstrosity,anger,0.574
lunacy,anger,0.574
oppressive,anger,0.574
scandalous,anger,0.574
cursed,anger,0.574
pillage,fear,0.574
special,happy,0.574
jab,anger,0.574
sneer,anger,0.574
death,anger,0.574
bigoted,sad,0.574
toxin,fear,0.575
comatose,fear,0.575
hateful,sad,0.575
unholy,fear,0.575
friggen,anger,0.575
condescension,anger,0.576
chaotic,anger,0.576
discord,anger,0.576
grope,anger,0.576
pernicious,anger,0.576
gun,anger,0.576
dontmess,anger,0.576
gory,anger,0.576
standoff,anger,0.576
frustration,anger,0.576
blasphemy,anger,0.576
yeahhh,happy,0.576
grace,happy,0.576
sensual,happy,0.576
heroism,happy,0.576
flattering,happy,0.576
luckygirl,happy,0.576
peace,happy,0.576
discriminate,anger,0.576
disturbance,anger,0.576
alienation,anger,0.576
delirium,sad,0.576
disliked,sad,0.576
whimper,sad,0.576
damages,sad,0.576
devil,sad,0.576
captive,sad,0.576
deplore,sad,0.576
pessimism,sad,0.576
cancer,anger,0.577
sparkle,happy,0.577
mob,fear,0.577
perdition,fear,0.577
rejoicing,surprise,0.578
thelife,happy,0.578
coward,fear,0.578
confined,fear,0.578
bizarre,surprise,0.578
clashing,fear,0.578
ruinous,disgust,0.578
infliction,fear,0.578
stagger,surprise,0.578
fluke,surprise,0.578
godsend,surprise,0.578
electric,surprise,0.578
death,surprise,0.578
raving,surprise,0.578
oddity,surprise,0.578
tumultuous,fear,0.578
jubilant,surprise,0.578
worry,fear,0.578
denied,sad,0.578
revolver,anger,0.578
yousuck,anger,0.578
criminality,anger,0.578
sordid,sad,0.578
interment,sad,0.578
damage,sad,0.578
frighten,sad,0.578
hateful,fear,0.578
immoral,sad,0.578
undesirable,sad,0.578
gloomy,sad,0.578
unwell,sad,0.578
degeneracy,sad,0.578
terrible,sad,0.578
turmoil,sad,0.578
discrimination,sad,0.578
humiliation,sad,0.578
whine,sad,0.578
harmful,sad,0.578
ambition,happy,0.578
sensuous,happy,0.578
raving,happy,0.578
wreck,anger,0.578
jeopardy,fear,0.578
curse,fear,0.578
assail,fear,0.578
dispossessed,fear,0.578
quagmire,disgust,0.578
debauchery,disgust,0.578
mangle,disgust,0.578
sick,disgust,0.578
fiend,disgust,0.578
unfaithful,disgust,0.578
rash,disgust,0.578
flea,disgust,0.578
expulsion,disgust,0.578
offensive,disgust,0.578
hypocrite,disgust,0.578
larceny,disgust,0.578
retard,disgust,0.578
impartiality,happy,0.578
coexisting,happy,0.578
unquestioned,happy,0.578
revival,happy,0.578
conspirator,disgust,0.578
humiliating,disgust,0.578
shady,fear,0.578
picturesque,happy,0.578
pained,fear,0.578
failure,fear,0.578
praise,happy,0.578
quarantine,fear,0.578
dire,fear,0.578
loss,fear,0.578
parasite,fear,0.578
apprehensive,fear,0.578
shudder,fear,0.578
eatingdisorders,fear,0.578
grizzly,fear,0.578
premature,surprise,0.578
haunted,fear,0.578
sostressed,fear,0.578
desecration,fear,0.578
demoralized,fear,0.578
angina,fear,0.578
abyss,fear,0.578
deprivation,fear,0.578
forbidding,fear,0.578
surgery,fear,0.578
bacteria,fear,0.578
volatility,fear,0.578
jail,fear,0.578
stealing,fear,0.578
defiant,anger,0.578
squeamish,disgust,0.578
blaze,anger,0.578
upright,happy,0.578
irrefutable,happy,0.578
shelter,happy,0.578
navigator,happy,0.578
commandant,happy,0.578
authoritative,happy,0.578
professor,happy,0.578
adore,happy,0.578
philanthropist,happy,0.578
communion,happy,0.578
slut,anger,0.578
convinced,happy,0.578
cheerfulness,happy,0.578
obey,happy,0.578
legalized,happy,0.578
structural,happy,0.578
watchdog,happy,0.578
careful,happy,0.578
dutiful,happy,0.578
smile,happy,0.578
bully,sad,0.578
bitterness,sad,0.578
cringe,fear,0.578
evacuate,fear,0.578
judge,happy,0.578
conflict,anger,0.578
provoking,anger,0.578
coup,anger,0.578
pillage,anger,0.578
damage,anger,0.578
shutup,anger,0.578
contentious,anger,0.578
shutit,anger,0.578
bickering,anger,0.578
incarceration,anger,0.578
butcher,anger,0.578
lash,anger,0.578
throttle,anger,0.579
delicious,happy,0.579
punch,fear,0.58
brute,anger,0.581
blockade,fear,0.582
confront,anger,0.582
cholera,sad,0.583
cozy,happy,0.583
dismal,fear,0.584
lie,sad,0.585
sobriety,happy,0.586
magnificent,happy,0.586
vexed,anger,0.586
convince,happy,0.586
delegate,happy,0.586
compliance,happy,0.586
firmness,happy,0.586
helper,happy,0.586
deteriorated,disgust,0.586
victory,happy,0.586
revere,happy,0.586
prestige,happy,0.586
seniority,happy,0.586
father,happy,0.586
bylaw,happy,0.586
rooted,happy,0.586
joyful,happy,0.586
mate,happy,0.586
diplomacy,happy,0.586
husbandry,happy,0.586
educational,happy,0.586
testimony,happy,0.586
angelic,happy,0.586
share,happy,0.586
appalling,disgust,0.586
designation,happy,0.586
tribe,happy,0.586
dreadful,disgust,0.586
hostilities,fear,0.586
uncanny,surprise,0.586
pitfall,surprise,0.586
randomly,surprise,0.586
wondrous,surprise,0.586
wild,surprise,0.586
bonus,surprise,0.586
mysterious,surprise,0.586
deceit,surprise,0.586
incubus,disgust,0.586
lavatory,disgust,0.586
harass,disgust,0.586
prostitute,disgust,0.586
unclean,disgust,0.586
pornography,disgust,0.586
constitutional,happy,0.586
unfailing,happy,0.586
monk,happy,0.586
attest,happy,0.586
acclaim,happy,0.586
enjoying,happy,0.586
lovely,happy,0.586
hope,happy,0.586
collectively,happy,0.586
conservation,happy,0.586
inheritance,happy,0.586
checklist,happy,0.586
spank,fear,0.587
haggard,sad,0.587
jealousy,anger,0.587
indignation,anger,0.587
woot,happy,0.588
rollicking,happy,0.588
contented,happy,0.588
recalcitrant,anger,0.588
accursed,anger,0.588
invader,anger,0.588
screwed,anger,0.588
lava,fear,0.588
scare,anger,0.588
elimination,fear,0.588
traitor,sad,0.588
rupture,sad,0.588
soannoyed,anger,0.588
overflowing,happy,0.588
sweetheart,happy,0.589
guilty,anger,0.591
depraved,anger,0.591
singing,happy,0.591
heroic,happy,0.591
highest,happy,0.591
friendship,happy,0.591
melancholic,sad,0.591
blight,sad,0.591
fortune,happy,0.591
summer,happy,0.591
raving,anger,0.591
guillotine,anger,0.591
forcibly,anger,0.591
overpowering,anger,0.591
immoral,anger,0.591
consternation,anger,0.592
wounded,fear,0.592
dysentery,sad,0.593
anxiety,fear,0.594
possessed,fear,0.594
foe,fear,0.594
tremor,fear,0.594
accursed,fear,0.594
omen,fear,0.594
terrible,fear,0.594
deceit,fear,0.594
sepsis,fear,0.594
casket,fear,0.594
masochism,fear,0.594
infidel,fear,0.594
pounding,fear,0.594
paranoia,fear,0.594
pain,fear,0.594
haze,fear,0.594
burglar,fear,0.594
flee,fear,0.594
rot,fear,0.594
euthanasia,fear,0.594
ominous,fear,0.594
sickness,fear,0.594
convict,fear,0.594
lightning,fear,0.594
villainous,fear,0.594
restrained,fear,0.594
fraught,fear,0.594
dragon,fear,0.594
belligerent,fear,0.594
hypertrophy,fear,0.594
shelling,fear,0.594
cardiomyopathy,fear,0.594
goblin,fear,0.594
broken,sad,0.594
inspire,happy,0.594
depend,happy,0.594
irreconcilable,sad,0.594
losing,sad,0.594
martyrdom,sad,0.594
prison,sad,0.594
offender,sad,0.594
remorse,sad,0.594
nothingness,sad,0.594
obliterate,sad,0.594
bitterness,anger,0.594
tempest,anger,0.594
miserable,anger,0.594
morbidity,anger,0.594
assail,anger,0.594
puncture,anger,0.594
invasion,anger,0.594
inferno,anger,0.594
casualty,anger,0.594
storming,anger,0.594
wretch,anger,0.594
deportation,sad,0.594
bawl,sad,0.594
poaching,sad,0.594
downfall,sad,0.594
crumbling,sad,0.594
condolences,sad,0.594
chaos,sad,0.594
captivity,sad,0.594
ill,sad,0.594
shame,sad,0.594
deprived,sad,0.594
eviction,sad,0.594
crypt,sad,0.594
tribulation,fear,0.594
disappointment,sad,0.594
longing,sad,0.594
demon,sad,0.594
contaminated,sad,0.594
helpless,sad,0.594
betray,sad,0.594
vendetta,sad,0.594
abyss,sad,0.594
distress,sad,0.594
petloss,sad,0.594
somber,sad,0.594
lightning,surprise,0.594
monstrosity,surprise,0.594
stupendous,surprise,0.594
grant,happy,0.594
eminence,happy,0.594
vigilant,happy,0.594
efficient,happy,0.594
commendation,happy,0.594
praised,happy,0.594
endowment,happy,0.594
ministry,happy,0.594
council,happy,0.594
fairly,happy,0.594
openly,happy,0.594
assessment,happy,0.594
philanthropic,happy,0.594
tranquility,happy,0.594
regent,happy,0.594
sage,happy,0.594
substantiate,happy,0.594
generous,happy,0.594
gratitude,happy,0.594
complimentary,happy,0.594
vigilance,happy,0.594
enlighten,happy,0.594
admiral,happy,0.594
shrill,surprise,0.594
alerts,surprise,0.594
mishap,surprise,0.594
jesus,happy,0.594
peacefully,happy,0.594
accomplishment,happy,0.594
violation,sad,0.594
thankgod,happy,0.594
goodies,happy,0.594
snuggled,happy,0.594
angel,happy,0.594
whoo,happy,0.594
goodmusic,happy,0.594
generosity,happy,0.594
strengthen,happy,0.594
nurse,happy,0.594
marry,happy,0.594
befriend,happy,0.594
fanfare,happy,0.594
torrent,fear,0.594
flirt,happy,0.594
toilet,disgust,0.594
slug,disgust,0.594
catastrophe,disgust,0.594
intoxicated,disgust,0.594
lunatic,disgust,0.594
epidemic,disgust,0.594
blister,disgust,0.594
repelling,disgust,0.594
thug,disgust,0.594
gut,disgust,0.594
deceitful,disgust,0.594
venom,disgust,0.594
sinner,disgust,0.594
butcher,disgust,0.594
lurid,disgust,0.594
queasiness,disgust,0.594
misery,disgust,0.594
hostility,disgust,0.594
villain,fear,0.595
slur,anger,0.596
eviction,fear,0.596
harshness,anger,0.597
godisgood,happy,0.597
intrusive,anger,0.598
angst,sad,0.598
anthrax,sad,0.6
sunrise,happy,0.6
spite,anger,0.6
firearms,fear,0.6
nerves,fear,0.6
robbery,sad,0.6
raid,fear,0.6
alone,sad,0.6
stressfree,happy,0.601
beautify,happy,0.601
enlightenment,happy,0.602
nun,happy,0.602
witness,happy,0.602
tackle,surprise,0.602
jubilee,surprise,0.602
inconceivable,surprise,0.602
betray,surprise,0.602
humility,happy,0.602
helpful,happy,0.602
guarded,happy,0.602
experienced,happy,0.602
assail,surprise,0.602
stupor,surprise,0.602
defy,surprise,0.602
hag,disgust,0.602
ugliness,disgust,0.602
infidel,disgust,0.602
lunacy,disgust,0.602
unwashed,disgust,0.602
musty,disgust,0.602
illicit,disgust,0.602
swampy,disgust,0.602
deprivation,disgust,0.602
imprisonment,disgust,0.602
embrace,happy,0.602
deluge,surprise,0.602
identify,happy,0.602
steady,happy,0.602
brave,happy,0.602
disgust,anger,0.602
traitor,disgust,0.602
transcendence,happy,0.602
fulfill,happy,0.602
sympathetic,happy,0.602
poaching,disgust,0.602
inspired,happy,0.602
serenity,happy,0.602
brighten,happy,0.602
unconditional,happy,0.602
unquestionable,happy,0.602
mainstay,happy,0.602
symmetry,happy,0.602
manipulation,anger,0.603
whimsical,happy,0.603
entertainment,happy,0.603
passion,happy,0.603
bigot,anger,0.603
tiredofit,anger,0.603
insult,anger,0.603
hurtful,anger,0.603
tension,anger,0.603
oppression,anger,0.603
threat,fear,0.604
frustrate,anger,0.604
wonder,happy,0.606
surprises,happy,0.606
onelove,happy,0.606
hilarity,happy,0.606
heheh,happy,0.606
successful,happy,0.606
kindness,happy,0.606
irks,anger,0.606
irritating,anger,0.606
discrimination,anger,0.606
bombardment,anger,0.606
thug,anger,0.606
antagonistic,anger,0.606
revolution,anger,0.606
blast,anger,0.606
asshole,anger,0.606
ranting,anger,0.606
sickening,anger,0.606
diatribe,anger,0.606
curse,sad,0.608
disgraced,anger,0.608
disparaging,sad,0.609
degrading,sad,0.609
fearfully,sad,0.609
overwhelmed,sad,0.609
alcoholism,sad,0.609
debacle,sad,0.609
adverse,anger,0.609
battery,anger,0.609
butcher,fear,0.609
collision,anger,0.609
sabotage,disgust,0.609
shackle,fear,0.609
violently,disgust,0.609
irritability,anger,0.609
gang,anger,0.609
slavery,anger,0.609
rebellion,anger,0.609
injurious,anger,0.609
drool,disgust,0.609
bleeding,disgust,0.609
venomous,disgust,0.609
ghetto,disgust,0.609
hostile,disgust,0.609
abhor,disgust,0.609
injured,sad,0.609
deform,disgust,0.609
slander,disgust,0.609
brothel,disgust,0.609
disappoint,sad,0.609
injure,sad,0.609
shatter,sad,0.609
irreparable,sad,0.609
sacrifices,sad,0.609
winnings,happy,0.609
praiseworthy,happy,0.609
christmas,happy,0.609
playful,happy,0.609
languishing,sad,0.609
rainbows,happy,0.609
super,happy,0.609
rekindle,happy,0.609
awards,happy,0.609
adorable,happy,0.609
elegance,happy,0.609
cruel,sad,0.609
faithless,sad,0.609
gore,sad,0.609
sinner,sad,0.609
shackle,sad,0.609
bitterly,anger,0.609
ugliness,sad,0.609
guilty,sad,0.609
bankrupt,sad,0.609
dire,sad,0.609
shameful,sad,0.609
dilapidated,sad,0.609
excluded,sad,0.609
crushing,sad,0.609
derogatory,sad,0.609
worthless,sad,0.609
subjugation,sad,0.609
breakup,sad,0.609
oppressor,anger,0.609
twats,anger,0.609
intolerable,anger,0.609
blindfold,surprise,0.609
coup,surprise,0.609
thief,surprise,0.609
strangle,surprise,0.609
unstable,surprise,0.609
magical,surprise,0.609
shatter,surprise,0.609
splash,surprise,0.609
antagonism,anger,0.609
mediator,happy,0.609
scripture,happy,0.609
notary,happy,0.609
steward,happy,0.609
recommend,happy,0.609
definitive,happy,0.609
magnificence,happy,0.609
babysitter,happy,0.609
vetted,happy,0.609
ogre,fear,0.609
interrogation,fear,0.609
homeless,fear,0.609
bleeding,fear,0.609
disintegrate,fear,0.609
merciless,fear,0.609
illness,fear,0.609
despotism,fear,0.609
oblivion,fear,0.609
dagger,fear,0.609
conflagration,fear,0.609
prosecute,fear,0.609
injuring,fear,0.609
beating,fear,0.609
happy,happy,0.609
insurmountable,fear,0.609
oppressor,fear,0.609
scourge,fear,0.609
sufferer,fear,0.609
wrath,fear,0.609
rob,fear,0.609
injection,fear,0.609
aggression,fear,0.609
alienation,fear,0.609
infanticide,fear,0.609
abandonment,fear,0.609
deplorable,fear,0.609
malaria,fear,0.609
patron,happy,0.609
civilization,happy,0.609
progression,happy,0.609
awareness,happy,0.609
purification,happy,0.609
heal,happy,0.609
considerate,happy,0.609
officer,happy,0.609
blessings,happy,0.609
brilliant,happy,0.609
kiss,happy,0.61
contaminated,fear,0.61
hangman,fear,0.61
darkened,fear,0.61
sepsis,sad,0.611
unforgiving,sad,0.612
blackmail,fear,0.612
virtuous,happy,0.613
plummet,fear,0.613
retribution,anger,0.614
battled,fear,0.615
smack,anger,0.615
godbless,happy,0.616
believer,happy,0.617
planning,happy,0.617
optimism,happy,0.617
commend,happy,0.617
wench,disgust,0.617
passionate,happy,0.617
thoughtful,happy,0.617
tetanus,disgust,0.617
gospel,happy,0.617
attentive,happy,0.617
appreciation,happy,0.617
constantly,happy,0.617
truce,happy,0.617
haven,happy,0.617
rational,happy,0.617
strangle,disgust,0.617
betrayal,disgust,0.617
triumphant,happy,0.617
unimpeachable,happy,0.617
heroine,happy,0.617
approvement,happy,0.617
reassure,happy,0.617
advice,happy,0.617
spoil,disgust,0.617
fat,disgust,0.617
termite,disgust,0.617
teach,happy,0.617
qualities,happy,0.617
absolution,happy,0.617
corroborate,happy,0.617
testament,happy,0.617
objective,happy,0.617
surety,happy,0.617
accord,happy,0.617
malicious,disgust,0.617
louse,disgust,0.617
diaper,disgust,0.617
deceit,disgust,0.617
bedrock,happy,0.617
inimaginable,surprise,0.617
intense,surprise,0.617
fundamental,happy,0.617
atrocious,disgust,0.617
sickly,disgust,0.617
loathe,disgust,0.617
polygamy,disgust,0.617
guillotine,disgust,0.617
crusty,disgust,0.617
infect,disgust,0.617
dying,disgust,0.617
intrusive,surprise,0.617
trickery,surprise,0.617
vanish,surprise,0.617
quickness,surprise,0.617
murder,surprise,0.617
prank,surprise,0.617
cherish,happy,0.617
newlife,happy,0.618
fulfilling,happy,0.618
turmoil,anger,0.618
cussed,anger,0.619
barbarian,fear,0.62
kind,happy,0.621
beauty,happy,0.621
parade,happy,0.621
genial,happy,0.621
fiend,anger,0.621
cremation,sad,0.621
worried,sad,0.621
forsake,sad,0.621
theft,anger,0.621
plight,sad,0.621
bomb,sad,0.621
convict,anger,0.621
deprivation,anger,0.621
irritate,anger,0.621
insane,anger,0.621
jerk,anger,0.621
retaliation,anger,0.621
ill,fear,0.621
melancholy,sad,0.621
sex,happy,0.622
divorce,sad,0.623
soulless,sad,0.623
arsehole,anger,0.624
snuggling,happy,0.625
bloated,disgust,0.625
contemptible,disgust,0.625
ghastly,disgust,0.625
cuckold,disgust,0.625
suffering,disgust,0.625
degrading,disgust,0.625
fungus,disgust,0.625
obscenity,disgust,0.625
disgraceful,disgust,0.625
devilish,disgust,0.625
stargazing,happy,0.625
trick,surprise,0.625
distress,surprise,0.625
wonderment,surprise,0.625
murderous,surprise,0.625
slaughtering,surprise,0.625
sin,disgust,0.625
dastardly,disgust,0.625
gluttony,disgust,0.625
tempest,surprise,0.625
forlorn,sad,0.625
praisegod,happy,0.625
enslaved,anger,0.625
scourge,anger,0.625
raid,anger,0.625
brighter,happy,0.625
defamatory,anger,0.625
indict,anger,0.625
cursing,anger,0.625
provocation,anger,0.625
harassing,anger,0.625
injure,anger,0.625
betray,anger,0.625
thundering,anger,0.625
strife,anger,0.625
aghast,disgust,0.625
persecution,disgust,0.625
stools,disgust,0.625
wrecked,sad,0.625
urgency,surprise,0.625
mystery,surprise,0.625
spiders,fear,0.625
irreparable,fear,0.625
mercenary,fear,0.625
combative,fear,0.625
prison,fear,0.625
madman,fear,0.625
artillery,fear,0.625
sarcoma,fear,0.625
sickening,fear,0.625
ruinous,fear,0.625
virulence,fear,0.625
infection,fear,0.625
stunned,fear,0.625
lunacy,fear,0.625
smuggler,fear,0.625
incarceration,fear,0.625
daemon,fear,0.625
incendiary,fear,0.625
vampire,fear,0.625
landslide,fear,0.625
pestilence,fear,0.625
excited,surprise,0.625
manic,fear,0.625
wicked,fear,0.625
injure,fear,0.625
disfigured,fear,0.625
pneumonia,fear,0.625
vengeful,fear,0.625
meltdown,fear,0.625
sorcery,surprise,0.625
revolting,fear,0.625
thundering,fear,0.625
seize,fear,0.625
inhuman,fear,0.625
wracking,fear,0.625
malice,fear,0.625
enemy,fear,0.625
turbulent,fear,0.625
repression,fear,0.625
hurtful,fear,0.625
tyrant,sad,0.625
suffocation,anger,0.625
insurmountable,sad,0.625
disappointing,sad,0.625
duress,sad,0.625
oppressive,sad,0.625
gloom,sad,0.625
demolished,sad,0.625
evident,happy,0.625
wonderful,happy,0.625
purify,happy,0.625
regard,happy,0.625
civilized,happy,0.625
caretaker,happy,0.625
certify,happy,0.625
undesired,sad,0.625
positivity,happy,0.625
professorship,happy,0.625
majestic,happy,0.625
authorization,happy,0.625
profound,happy,0.625
achievement,happy,0.625
assured,happy,0.625
accurate,happy,0.625
beliefs,happy,0.625
fireman,happy,0.625
blessing,happy,0.625
schizophrenia,sad,0.625
palsy,sad,0.625
communication,happy,0.625
dishonor,sad,0.625
engaged,happy,0.625
cursed,sad,0.625
bitterly,sad,0.625
abuse,sad,0.625
hurting,sad,0.625
festival,happy,0.625
hearts,happy,0.625
amusing,happy,0.625
sweet,happy,0.625
gorgeous,happy,0.625
fondness,happy,0.625
impotence,sad,0.625
terminate,sad,0.625
lost,sad,0.625
deteriorate,sad,0.625
wound,sad,0.625
posthumous,sad,0.625
regret,sad,0.625
swastika,anger,0.627
nervousness,fear,0.627
shattered,sad,0.63
cheat,anger,0.63
mausoleum,sad,0.63
prosecute,anger,0.63
agitated,anger,0.63
grievous,anger,0.632
plunder,surprise,0.633
courageous,happy,0.633
sanctification,happy,0.633
deepest,happy,0.633
physician,happy,0.633
authorize,happy,0.633
gape,surprise,0.633
apparition,surprise,0.633
presto,surprise,0.633
approved,happy,0.633
devotional,happy,0.633
homage,happy,0.633
legitimacy,happy,0.633
saintly,happy,0.633
conscience,happy,0.633
aspiration,happy,0.633
practiced,happy,0.633
backbone,happy,0.633
soundness,happy,0.633
fortitude,happy,0.633
important,happy,0.633
treachery,surprise,0.633
endorse,happy,0.633
judicial,happy,0.633
fidelity,happy,0.633
uncertain,surprise,0.633
convincing,happy,0.633
agape,surprise,0.633
bigoted,disgust,0.633
doomsday,disgust,0.633
mildew,disgust,0.633
prostitution,disgust,0.633
perpetrator,disgust,0.633
queasy,disgust,0.633
anomaly,surprise,0.633
sinful,disgust,0.633
oppressive,disgust,0.633
secrete,disgust,0.633
ulcer,disgust,0.633
inflict,anger,0.633
wrecked,anger,0.633
rat,disgust,0.633
xoxo,happy,0.634
burdensome,sad,0.634
intimate,happy,0.634
disappointed,sad,0.636
dismay,sad,0.636
exclusion,fear,0.636
corrosive,fear,0.636
frustrated,anger,0.636
hanging,anger,0.636
disgusting,anger,0.636
spanking,anger,0.636
fire,fear,0.636
armaments,fear,0.636
suicidal,anger,0.636
demolish,sad,0.636
lament,sad,0.636
anarchy,anger,0.636
combatant,anger,0.636
glaring,anger,0.636
climax,happy,0.636
winner,happy,0.636
peaceful,happy,0.636
comforting,happy,0.636
yayy,happy,0.636
batter,anger,0.636
wound,anger,0.636
kicking,anger,0.636
twinkle,happy,0.636
felicity,happy,0.636
poisoned,anger,0.636
somad,anger,0.637
condemnation,fear,0.637
psychosis,sad,0.638
serpent,fear,0.638
bestial,fear,0.639
thanksgiving,happy,0.641
sensuality,happy,0.641
achieve,happy,0.641
priceless,happy,0.641
champion,happy,0.641
harmoniously,happy,0.641
divine,happy,0.641
wedding,happy,0.641
jackpot,happy,0.641
failing,sad,0.641
hatred,sad,0.641
termination,sad,0.641
woeful,sad,0.641
stricken,sad,0.641
awful,sad,0.641
drown,sad,0.641
uplifting,happy,0.641
slop,disgust,0.641
reprimand,anger,0.641
expulsion,anger,0.641
inexcusable,anger,0.641
grr,anger,0.641
havoc,anger,0.641
spat,anger,0.641
exorcism,sad,0.641
obscenity,anger,0.641
shackle,anger,0.641
daemon,anger,0.641
arson,anger,0.641
accused,anger,0.641
feud,anger,0.641
bombard,anger,0.641
wildfire,surprise,0.641
indescribable,surprise,0.641
screech,surprise,0.641
tumult,surprise,0.641
enthusiasm,surprise,0.641
shout,surprise,0.641
improvisation,surprise,0.641
excitation,surprise,0.641
indignant,anger,0.641
warlock,fear,0.641
poisonous,sad,0.641
powerless,sad,0.641
legal,happy,0.641
unity,happy,0.641
credence,happy,0.641
coexist,happy,0.641
durability,happy,0.641
real,happy,0.641
ordained,happy,0.641
benefactor,happy,0.641
loving,happy,0.641
establish,happy,0.641
leading,happy,0.641
doctor,happy,0.641
incarceration,sad,0.641
relationships,happy,0.641
teacher,happy,0.641
conscientious,happy,0.641
judiciary,happy,0.641
lawful,happy,0.641
assure,happy,0.641
scourge,sad,0.641
infertility,sad,0.641
shroud,sad,0.641
inequality,sad,0.641
sinful,sad,0.641
perilous,sad,0.641
emergency,sad,0.641
terribly,sad,0.641
worry,sad,0.641
mamma,happy,0.641
tumour,fear,0.641
quivering,fear,0.641
dreading,fear,0.641
perilous,fear,0.641
rattlesnake,fear,0.641
dementia,fear,0.641
raging,fear,0.641
vehement,fear,0.641
perturbation,fear,0.641
dastardly,fear,0.641
scoundrel,fear,0.641
hideous,fear,0.641
targeted,fear,0.641
banshee,fear,0.641
cantbreathe,fear,0.641
haunt,fear,0.641
deteriorate,fear,0.641
antichrist,fear,0.641
abortion,fear,0.641
isolated,fear,0.641
punished,fear,0.641
conflict,fear,0.641
despair,fear,0.641
demented,fear,0.641
retaliation,fear,0.641
demise,fear,0.641
indecency,disgust,0.641
intimidate,fear,0.641
injurious,fear,0.641
duress,fear,0.641
hanging,fear,0.641
wildfire,fear,0.641
horrifying,disgust,0.641
derogatory,disgust,0.641
aghast,fear,0.641
pimple,disgust,0.641
malfeasance,disgust,0.641
cystic,disgust,0.641
unsightly,disgust,0.641
villainous,disgust,0.641
criminality,disgust,0.641
spew,disgust,0.641
wreck,fear,0.641
laxative,disgust,0.641
raptors,fear,0.641
criminality,fear,0.642
worthy,happy,0.643
doomsday,anger,0.643
carnival,happy,0.643
ransom,fear,0.644
twat,anger,0.644
executioner,anger,0.644
affliction,sad,0.645
affection,happy,0.647
relieved,happy,0.647
nothingbetter,happy,0.647
harmony,happy,0.648
uphold,happy,0.648
accepts,happy,0.648
unconditionally,happy,0.648
cyclone,surprise,0.648
amazingly,surprise,0.648
protective,happy,0.648
saint,happy,0.648
lovable,happy,0.648
spellbound,surprise,0.648
solidarity,happy,0.648
rely,happy,0.648
assuredly,happy,0.648
counselor,happy,0.648
comrade,happy,0.648
noble,happy,0.648
unsuspecting,surprise,0.648
attacking,surprise,0.648
inspiration,happy,0.648
agreed,happy,0.648
assist,happy,0.648
disruption,surprise,0.648
sludge,disgust,0.648
violent,surprise,0.648
horrid,disgust,0.648
vindictive,disgust,0.648
academic,happy,0.648
advisable,happy,0.648
epidemic,surprise,0.648
trashy,disgust,0.648
outhouse,disgust,0.648
disability,sad,0.648
competency,happy,0.648
brother,happy,0.648
unintended,surprise,0.648
